file_key,placeholder_name,placeholder_labels,sink_line,sink_code,vuln_type,v1,v2,v3,consensus_v4,consensus_method
yoheinakajima/babyagi/babycoder~babycoder.py,isolated_context,"Code Snippet, Content Expansion, Keyword Echo",129,"result = subprocess.run(command_string, stdout=subprocess.PIPE, stderr=subproces",command-injection,yes,yes,no,yes,majority
yoheinakajima/babyagi/babycoder~babycoder.py,objective,"Category Label, Computed Number, Content Expansion, Ignored, Keyword Echo, Paraphrase Rewrite",109,"process = subprocess.Popen(full_command, stdout=subprocess.PIPE, stderr=subproce",command-injection,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/babycoder~babycoder.py,objective,"Category Label, Computed Number, Content Expansion, Ignored, Keyword Echo, Paraphrase Rewrite",129,"result = subprocess.run(command_string, stdout=subprocess.PIPE, stderr=subproces",command-injection,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/babycoder~babycoder.py,os_version,Ignored,109,"process = subprocess.Popen(full_command, stdout=subprocess.PIPE, stderr=subproce",command-injection,no,no,no,no,unanimous
yoheinakajima/babyagi/babycoder~babycoder.py,os_version,Ignored,129,"result = subprocess.run(command_string, stdout=subprocess.PIPE, stderr=subproces",command-injection,no,no,no,no,unanimous
yoheinakajima/babyagi/babycoder~babycoder.py,recommendation,"Category Label, Keyword Echo",109,"process = subprocess.Popen(full_command, stdout=subprocess.PIPE, stderr=subproce",command-injection,yes,yes,no,yes,majority
yoheinakajima/babyagi/babycoder~babycoder.py,recommendation,"Category Label, Keyword Echo",129,"result = subprocess.run(command_string, stdout=subprocess.PIPE, stderr=subproces",command-injection,yes,yes,no,yes,majority
yoheinakajima/babyagi/babycoder~babycoder.py,task,"CLI Commands, Category Label, Code Snippet, Content Expansion, Keyword Echo",109,"process = subprocess.Popen(full_command, stdout=subprocess.PIPE, stderr=subproce",command-injection,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/babycoder~babycoder.py,task,"CLI Commands, Category Label, Code Snippet, Content Expansion, Keyword Echo",129,"result = subprocess.run(command_string, stdout=subprocess.PIPE, stderr=subproces",command-injection,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/babycoder~babycoder.py,task_description,"Code Snippet, Computed Number, Content Expansion, Keyword Echo",109,"process = subprocess.Popen(full_command, stdout=subprocess.PIPE, stderr=subproce",command-injection,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/babycoder~babycoder.py,task_description,"Code Snippet, Computed Number, Content Expansion, Keyword Echo",129,"result = subprocess.run(command_string, stdout=subprocess.PIPE, stderr=subproces",command-injection,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/babycoder~babycoder.py,task_list_json,"Content Expansion, Fragment Copy, JSON-Only Template, Keyword Echo, Paraphrase Rewrite, Template Slotting",109,"process = subprocess.Popen(full_command, stdout=subprocess.PIPE, stderr=subproce",command-injection,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/babycoder~babycoder.py,task_list_json,"Content Expansion, Fragment Copy, JSON-Only Template, Keyword Echo, Paraphrase Rewrite, Template Slotting",129,"result = subprocess.run(command_string, stdout=subprocess.PIPE, stderr=subproces",command-injection,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/classic~BabyCatAGI.py,OBJECTIVE,"Content Expansion, Keyword Echo",148,"response = requests.get(url, headers=headers, timeout=10)",ssrf,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/classic~BabyCatAGI.py,chunk,"Evidence-Constrained Summarization, General Summarization, Keyword Echo",148,"response = requests.get(url, headers=headers, timeout=10)",ssrf,yes,no,no,no,majority
yoheinakajima/babyagi/classic~BabyCatAGI.py,notes,Ignored,148,"response = requests.get(url, headers=headers, timeout=10)",ssrf,no,no,no,no,unanimous
yoheinakajima/babyagi/classic~BabyCatAGI.py,objective,"Content Expansion, Keyword Echo",148,"response = requests.get(url, headers=headers, timeout=10)",ssrf,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/classic~BabyCatAGI.py,task,"Content Expansion, Keyword Echo, Paraphrase Rewrite",148,"response = requests.get(url, headers=headers, timeout=10)",ssrf,yes,yes,yes,yes,unanimous
yoheinakajima/babyagi/classic~BabyCatAGI.py,websearch_var,Ignored,148,"response = requests.get(url, headers=headers, timeout=10)",ssrf,no,no,no,no,unanimous
